labels, tweets
1,impagável a cara de tacho do  lindberghfarias  gleisi  guilhermeboulos e  manueladavila no pronunciamento do  haddad_fernando a empáfia e arrogância de outrora deram lugar ao clima de velório partido corrupto dos trabalhadores nunca mais lulatapresobabaca bolsonaropresidente
1,impressionante  globonews está decadente e desesperada com o fenômeno  jairbolsonaro ela não notícia o fato ela distorce e esconde as grandes manifestações par o mito partido corrupto dos trabalhadores nunca mais
1,impressionante como esse juiz todo jogo que apita faz merda no jogo e a cbf não demite esse merda de jeito nenhum trcoluna
1,impressionante como os marreteiros do  haddad_fernando fazem merda usam o último dia de campanha para falar mal do bolsonaro porque não passa de um populista que acha que vai mudar as desgraças que o partido dele fez partido corrupto dos trabalhadores nunca mais bolsonaropresidente bolsonaro17sim
1,impressionante o bolsonaro sim e partido dos trabalhadores nunca mais
1,impressionante o bolsonarosim e partido corrupto dos trabalhadores nunca mais
1,impressionante o efeitobolsonaro no brasil inteiro nas crianças já mudou a perspectiva de milhões de crianças no futuro delas isso é maravilhoso partido corrupto dos trabalhadores nunca mais
1,impressionante o número de pessoas com camisa amarela aqui em copacabana hoje parece festa de fim de ano partido corrupto dos trabalhadores nunca mais
1,imprime e soca no cú
1,imundo
1,imundo cadê o presidente de merda pra falar que tá errado vai tomar no cú mano eu fico revoltada com vcs com a sociedade que votou em bosta em um saco de bosta
1,inacreditável meu presidente é se furtar no benefício da dúvida pois ou o excelentíssimo corrobora com a podridão do  ptbrasil e dos aliados esquerdopatas ou apoia a nação numa tentativa de renovação e aí partido corrupto dos trabalhadores nunca mais haddadmente lulanacadeia
1,incentivo a pedofilia
1,incrível como são parceiros em maledicências e corrupção pense nisso ao votar  partido dos trabalhadores nunca mais
1,incrível como são parceiros em maledicências e corrupção pense nisso ao votar b17 partido corrupto dos trabalhadores nunca mais
1,incrível tem idade para falar merda mas não tem idade para escutar
1,incrível tem idade para falar merda mas não tem idade para escutar
1,indicado é simpático à monarquia e ao golpe anti pt comunistas safados e ex marxista
1,indignação seletiva querida bruxa vai chorar na cama hipocrita partido dos trabalhadores nunca mais
1,infelizmente a esquerda não tem caráter suficiente para reconhecer errosptjamais ptnao partido corrupto dos trabalhadores nunca mais bolsonaropresidente marketeirosdojair
1,infelizmente bozonazi
1,infelizmente não seria em uma eleição que esse congresso seria renovado a ponto de extirpar da vida pública essa cambada de mercenários  
1,infelizmente quem vai contra o sistema corrupto criado por lula e corruptos do partido dos trabaçhadores saem perdendo sempre 
1,infelizmente será uma eleição na qual terei que escolher o menos pior mais com certeza elenão tem o meu voto elenão ele nunca elejamais eleições2018 bolsolixo wellzinho em lagem
1,ingrid prima  teu cú
1,insensato os candidatos cancelando suas agendas em solidariedade ao bozonaro certamente ele diria  já foi esfaqueado mesmo querem que eu faça o que
1,inter e são paulo me empata e o filho da puta doflamengo me perde pro botafogo pro botafogo puta que pariu que ódio desse meu time filho da puta do crl
1,interessante comigo acontece exatamente o contrário quem me mete medo é fernando haddad tanto por sua passagem pela prefeitura de sp como por seu plano de governo e pelo desgoverno corrupto de seu partido durante 13 anos partido corrupto dos trabalhadores nunca mais
1,interestelar3  aracipatriota  ricardosantoro5 o foco é só queria entrevistar petista pt não partido dos trabalhadores nunca mais
1,investigação aponta novo agressor de bozo lixo
1,investigação aponta novo agressor de bozonaro facada mg
1,isa cantagalli não faz merda que eu sou brava
1,isadorabasile imagina ter que gastar com nan vaibolsolixo
1,isso a globo não mostra pra quem gosta de acusar a gente de propagar fake news o que tem a dizer agora nao aceitaremos fraude fakenews ptnao partido corrupto dos trabalhadores nunca mais ptjamais marketeirosdojair bolsonaropresidente
1,isso ae bh partido corrupto dos trabalhadores nunca mais acabouapiranhagempt apesardoptobrasilvaivencerb17 mudabrasil17 bolsonaro17
1,isso aí sim e postura de criança em ensino  não aquela lacracao de criança usando shortinho dançando funk ameaçando professor em sala de aula  
1,isso explica muita coisa bolso é  lixo satanaris
1,isso explica muita coisa bolsolixo satanaris
1,isso porque eleitor de  jair bolsonaro é intolerante fascista e tudo mais corrupção do partido dos trabalhadores nunca mais
1,isso porque eleitor de  jairbolsonaro é intolerante fascista e tudo mais partido corrupto dos trabalhadores nunca mais
1,isso que nordestino não sabe votar aiai desejo  anos de muita prosperidade viu cobrem muito dos eleitos
1,isso só serve de exemplo para a população aprender a votar pois é a única arma que o povo tem contra estes vermes é o voto
1,isso é a desgraça de candidato a presidente que quer o meu voto que humilha a minha raça que humilha a raiz do meu pais que fala em resgatar valores mas nem respeito tem que é o básico vergonha bozonaro
1,isso é chato
1,isso é minha mulher demais puta que pariu
1,isso é que estão espalhando na cidade do recife fazendo o jogo sujo bolsonaropresidentedobrasil partido corrupto dos trabalhadores nunca mais jairmessiasbolsonaro17
1,isso é um asco nojento horror partido corrupto dos trabalhadores nunca mais
1,isso é um asco nojento horror partido dos trabalhadores nunca mais
1,isso é um desastre ambiental causa da corrupção culpa desse governo nojento de bandidos partido corrupto dos trabalhadores nunca mais bolsonaropresidente
1,isso é um escroto  velho safado 
1,isso é um lixo  comprovadamente
1,isso é uma mostra do que vai acontecer com o brasil quando legalizar o porte de armas bolsolixo
1,isso é uma putaria
1,isso é uma realidade da imbecilidade humana não tem moral prá nada   
1,isto é fascismo em estado bruto partido corrupto dos trabalhadores nunca mais haddadjamais  laflalima  mahlimarj  aschlla  mujicadefato  salesvaleska  elaineg16
1,isto é fascismo em estado bruto partido dos trabalhadores nunca mais haddadjamais  laflalima  mahlimarj  aschlla  mujicadefato  salesvaleska  elaineg6
1,isto é uma vergonha haddadjamais partido corrupto dos trabalhadores nunca mais
1,isto é uma vergonha haddadjamais partido dos trabalhadores nunca mais
1,izadora smp me incentiva a fazer merda
1,izadora smp me incentiva a fazer merda
1,ja deu fora comunista fora corrupto lula preso lula ladrão meu brasil em são paulo brazil
1,ja passouda hora de saírem de cena seus comunistas da globo lixo
1,ja que as pessoas que eu mando pra lá não vão deixa que eu mesma vou para casa do caralho
1,jacareí parabéns pela escolha partido corrupto dos trabalhadores nunca mais ptnão
1,jacareí parabéns pela escolha partido dos trabalhadores nunca mais pt não
1,jadeu foracominista foracorrupto lulapreso luladrao meubrasil em são paulo brazil
1,jair bolsonaro  carlos bolsonaro  bolsonarosp  srochactor
1,jair bolsonaro  lulapelobrasil bolso é  lixo
1,jair bolsonaro  pastorjecergoes  roxmo  danilogentili  flaviobolsonaro  bolsonarosp  lsentoes
1,jair bolsonaro  pt não partido dos trabalhadores nunca mais
1,jair bolsonaro adeus partido dos trabalhadores fora a corrupção e roubo sem limites partido dos trabalhadores nunca mais
1,jair bolsonaro armar urna eletrônica armas bolsonaro bolsonaro bozo camisa da seleção charge
1,jair bolsonaro augustos nunes  blog do pim lagrimas de petistas partido dos trabalhadores nunca mais pt não chora petista lula na cadeia lulatapresoseubabaca
1,jair bolsonaro bolsonaro bolsonaro tchau queridos pt não partido dos trabalhadores partido dos trabalhadores nunca mais
1,jair bolsonaro bolsonaro marinasilva bozo boçal e asno lula livre marina silva presidente em brasília
1,jair bolsonaro destrava primeiro sua língua e para de falar besteira bozo asno
1,jair bolsonaro ele sim pt nunca partido dos trabalhadores nunca mais tvrecordsim havansim vamos copiar e colar eles merecem
1,jair bolsonaro em paraíba
1,jair bolsonaro então ele é um cara incrível bolso é  lixo
1,jair bolsonaro essa vitória é nossa presidentebolsonaro eleições muda brasil partido dos trabalhadores nunca mais naovemquenaotempt naovaiterposte naovaitervirada bolsonaro
1,jair bolsonaro esse poste é uma piada pt nunca partido dos trabalhadores nunca mais pt jamais bolsonaro presidente
1,jair bolsonaro eu não pt não partido dos trabalhadores nunca mais lula ladrão
1,jair bolsonaro isso desespero partido dos trabalhadores nunca mais  jair bolsonaro presidente
1,jair bolsonaro meu presidenteesse momento é único para mim  partido dos trabalhadores nunca mais obrasilvotou77
1,jair bolsonaro no paraguai não conta está nem pelo aliexpress estou adorando os eleitores do bozo boçal e genocida
1,jair bolsonaro não me representa naovotobolsonaro
1,jair bolsonaro parabéns bolsonaro partido dos trabalhadores nunca mais mudabrasi7
1,jair bolsonaro partido dos trabalhadores nunca mais folhafakenews
1,jair bolsonaro partido dos trabalhadores nunca mais teremos nosso país de volta
1,jair bolsonaro somos patéticos só não perdemos no quesito para os eleitores do bozo boçal e genocida
1,jair bolsonaro vai de cara desapontar suas mulas esse aí não assumirá eleições ele não justicaeleitoral pelavidapelademocracia
1,jair bozo genocida se esconde do debate mandando atestado falso pas
1,jair bozonaro se esconde do debate mandando atestado falso pas
1,jairbolsonaro 171 17 171bolsonaro armarurnaeletrônica armas bolsonaro bolsonaro2018 bozo bozo2018 camisadaseleção charge
1,jairbolsonaro17 em
1,jairbolsonaro17 em paraíba
1,jairbolsonaro17 em paraíba
1,jairbolsonaro17 em paraíba
1,jairmessiasbolsonaro17 elesim ptnunca partido corrupto dos trabalhadores nunca mais tvrecordsim havansim vamos copiar e colar eles merecem
1,jamaisvistobtn cara filho da puta
1,janaina porra vai estou tomando no cú quando eu te chamei para ir voce não foi
1,jb17 jairbolsonaro bolsonaro2018 bolsonaro tchauqueridos ptnão pt partido corrupto dos trabalhadores nunca mais
1,jbnaglobo bolso é  lixo
1,jbnaglobo bolsolixo
1,jeffersn seu merda puta que pariu
1,jeno cadelinha passiva do renjun e jaemin
1,jesus do céu só um sublingual salva para tirar o peso de ver uma entrevista do bozo
1,jesus do céu só um sublingual salva pra tirar o peso de ver uma entrevista do bozo
1,joaquim barbosa declara voto em fernando haddad
1,joaquim barbosa declara voto em fernando haddad
1,jogo seguinte é banco pro lima puta que pariu
1,jogo seguinte é banco pro lima puta que pariu
1,jogo sujo nãoaceitaremosfraude bolsonaro presidente pt não partido dos trabalhadores nunca mais
1,jogo sujo nãoaceitaremosfraude bolsonaropresidente ptnão partido corrupto dos trabalhadores nunca mais
1,jonas camargoo  pedrin costa filho da puta cara
1,joral vesnit  gleisi  looking critical verdade  quem vota no genocida reelege temer fascistinha ele não ele nunca
1,joral vesnit  mca brahao  gleisi  looking critical cristaos contrao fascismo porque votar no facista é crucificar jesus novamente ele não ele nunca
1,jornal nacional bolso é  lixo será que não é bolsomito bolsonaro bolsonaro no jornal nacional bolsonaro no jn
1,jornal nacional bolsonaro no  jornal nacional bolso é  lixo
1,jornal nacional é nazista
1,jornal nacional é nazista
1,jornal opcao não ganha mesmo bolsonazi facistinha de merda não passa de um pobre e idiota
1,jornalista pilantra
1,jornalnacional bolsolixo será que não é bolsomito bolsonaro17 bolsonaronojornalnacional bolsonaronojn
1,jornalnacional bolsonaronojornalnacional bolsolixo
1,jornalnacional bozo tivemos dilma falando um monte desbesteira quase 2 mandatos agora esse desqualificado que não sabe nem o nome do seu vice vou ti conta está difícil de escolher é mais fácil ñ escolher mais perdido que sego em tiroteio ala puxa tchê
1,jornalnacional se não falar mal do temer fascista golpista não é jornal nacional
1,josé velasques
1,js9 boanoite eleições2018 mudabrasil mudadeverdade b17 bolsonaro2018 mudanças semhipocrisia partido corrupto dos trabalhadores nunca mais em js9 produções eventos
1,juiz arrombado do caralho
1,juiz arrombado do caralho
1,juliavcavalcant mas tu é corajosa para fazer parto normal viu puta que pariu deve doer mttt
1,jumito passa bem  as fezes obstruídas saíram pela orelha dada a concentração na cavidade craniana jumito bozo facista bozonazi bozo
1,jumito passa bem  as fezes obstruídas saíram pela orelha dada a concentração na cavidade craniana jumito bozonaro bozonazi bozo
1,juntossomosmaisfortes em condominio dalva toledo
1,juntossomosmaisfortes em condominio dalva toledo
1,jura que o bolsonazi genocida é palmeirense
1,juro que eu não vou rir vai tomar no cú guerrero ganancioso se fudeu
1,juro que eu não vou rir vai tomar no cú guerrero ganancioso se fudeu
1,justicanamidia  marconimeire  franciscomacsoa verdade partido dos trabalhadores nunca mais
1,já arrumaram as malas partido corrupto dos trabalhadores nunca mais acabouapiranhagempt apesardoptobrasilvaivencerb17 bolsonaropresidente bolsonaro17
1,já chegou pisando no bolso é  lixo debateband bolsonaro bolsonada bolsominion é tudo burro
1,já era de se esperar as mentiras do pt sabíamos que o pt viria para essas eleições de 2018 prontos a mentir todos os seus argumentos são fake news aliás o pt alicerçou seu dna em mentiras em difamar pessoas para que sem nenhum escrúpulo assumissem o poder partido corrupto dos trabalhadores nunca mais
1,já estamos vacinados por isso é certa a derrota desse partido do nosso governo tanto em são paulo quanto do nosso brasilptnão partido corrupto dos trabalhadores nunca mais 17
1,já estava escrito nostradamus lacrando não vamos deixar e ponto final ele não ele nunca ele jamais
1,já estava escrito nostradamus lacrando não vamos deixar e ponto final elenão ele nunca elejamais mulherescontrabolsonaro mulherescontraofascismo não tentem nos calar somos fortes não vamos nos intimidar foragolpistas naoaoódio naopassarao
1,já estava na hora né meu anjo porém odeio
1,já estava na hora né meu anjo porém odeio
1,já estou organizando a minha ida para portugal caso dê merda
1,já está caducou 
1,já está valendo tchau queridos
1,já está valendo tchauqueridos
1,já inventaram um grupo das pessoas humilhadas por esteticistas e cabeleireiros contra bozo genocida se sim podem me convidar
1,já inventaram um grupo das pessoas humilhadas por esteticistas e cabeleireiros contra bozonaro se sim podem me convidar
1,já já acaba viado
1,já pergunto a porra do trem já sabendo da vdd e a pessoa mente ainda me poupe
1,já pergunto a porra do trem já sabendo da verdade e a pessoa mente ainda me poupe
1,já pode acabar com o jogo já juiz filho da puta
1,já pode acabar com o jogo já juiz filho da puta
1,já sabe que a esquerda toda vai presa né 
1,já tava demorando vai tomar no cú martín silva
1,já tava demorando vai tomar no cú martín silva
1,já teve ter no xvideos  márcio frança comendo o cú do dória
1,já teve ter no xvideos  márcio frança comendo o cú do dória
1,já vi que eu tomei no cú
1,já vi que eu tomei no cú
1,já votei meu voto é secreto mas uma coisa eu posso afirmar ele não ele nunca naomerepresenta haddadnao haddadnunca gloria a deus dessa vergonha nao compartilho
1,ka ka katalquei talquei pt não partido dos trabalhadores nunca mais em eleições 208
1,ka ka katalquei talquei ptnão partido corrupto dos trabalhadores nunca mais em eleições 2018
1,kitgay não pode e o lula ta preso babaca pode
1,kitgay pt jamais  verdadesocultas o lula tá preso babaca
1,kitgay ptjamais 17neles verdadesocultas olulatápresobabaca
1,kukluxklan bozo faz a gente passar vergonha mundialmente que horror desculpa mundo aqui no brasil ainda tem vida inteligente
1,l está foda
1,lamento sua pequenez  imbecil 
1,lamentável os demônios soltos em nome de deus nem sabem o que significa comunismo completamente hipnotizados pelas fakenews esse é o resultado da lavagem cerebral em massa é isso que resume o brasil que bolsonazi quer
1,lamentável partido corrupto dos trabalhadores nunca mais
1,lamentável partido dos trabalhadores nunca mais
1,lamentável saber que quem deveria informar a população está a serviço da desinformação  redeesgoto
1,lana coimbra é foda te entendo porque estou na mesma porra de trabalho
1,lances na conta de gabriel e fábio santos que tão uma merda naquele lado direito
1,lara bocchini cacete já é a 932933 que te perguntam isso a
1,largodabatata manifestação nós homensenulheres asno boçal fascismo
1,largodabatata manifestação nós homensenulheres coiso fascismo
1,laurabeeatriz euzinha esperando o uber com o cú na mão kaksksmks
1,lava jato news o único presidente que saiu com  de aprovação não foi só pode ter sido o temer fascistinha
1,lavar cabelo nesse tempo a essa hora é uma merda
1,lavar cabelo nesse tempo a essa hora é uma merda
1,lecia quezado danilo estrela pêsames pt safados partido das trevas
1,leilaneneubarth  globonews  leilaneneubarth lixo tem que ser tratado como lixo não dá para reciclar se que me entende
1,leis pt não sabe o que é issoptnao partido corrupto dos trabalhadores nunca mais ptjamais marketeirosdojair bolsonaropresidente b17
1,leite de ornitorrinco é a principal proposta de bolsonaro para a saúde bolso é  lixo bolsoasno
1,leite de ornitorrinco é a principal proposta de bolsonaro para a saúde bolsolixo bolsoasno
1,lembra bem o partido podre que é o  pt brasil partido dos trabalhadores nunca mais 
1,lembra bem o partido podre que é o  ptbrasil partido corrupto dos trabalhadores nunca mais b17
1,lembrando partido corrupto dos trabalhadores nunca mais
1,lembrando partido dos trabalhadores nunca mais
1,lembrei da propaganda da parmalat tomou globo lixo 
1,lembrei do cabelinho deleh e to boiola
1,lembrei são os eleitores do aébrio ele não
1,lenantemo-nos todos e saiamos dessa emissora e desse devasso
1,li um dia desses que o pt era formado por três tipos de pessoas  estudantes que não estudam trabalhadores que não trabalham e intelectuais que não pensam melhor definição bolsonaropresidente ptnão partido corrupto dos trabalhadores nunca mais
1,liberdade para o povo brasileiro partido corrupto dos trabalhadores nunca mais bolsonaropresidenteeleito
1,liberdade para o povo brasileiro partido dos trabalhadores nunca mais bolsonaro presidente eleito
1,limeira sp nasruascombolsobaro bolsonarosim elesim euvimdegraça ptnao partido corrupto dos trabalhadores nunca mais
1,limpeza na política valores da família valorizados mais respeito ao próximoe menos criminalidade mudabrasil17 partido corrupto dos trabalhadores nunca mais
1,limpezanostf para banir os ministros amigos do partido corrupto dos trabalhadores nunca mais
1,limpezanostf para banir os ministros amigos do partido dos trabalhadores nunca mais
1,lindo d     b17 b17 partido corrupto dos trabalhadores nunca mais fora pt
1,livro de cabeceira  a verdade sufocada   ustra minha nossa que nojo desse homem bozo bolsonaronorodaviva
1,livro de cabeceira  a verdade sufocada   ustra minha nossa que nojo desse homem bozo bolsonaronorodaviva
1,lixo comunista
1,lixo da política nacional
1,lixo da política nacional
1,lixo fascista 
1,lixo ideológico
1,lobaoeletrico  opovoonline tchau queridos partido dos trabalhadores nunca mais pt não
1,logico que para algumas pessoas calarem a boca falo que voto no genocida mas ele não
1,logico que pra algumas pessoas calarem a boca falo que voto no coiso mas elenão
1,logo o do nariz ainda puta que pariu
1,logo o do nariz ainda puta que pariu
1,lojas americanas boicote fascista nazista jorgepaulolemann golpede206 golpista
1,lojasamericanas boicote fascista nazista jorgepaulolemann golpede2016 golpista
1,longe de estar satisfeito com bolsonaro mas é um dever do brasileiro varrer a quadrilha do poder partido corrupto dos trabalhadores nunca mais
1,lsentoes   bate mais  lsentoes com a verdade partido dos trabalhadores nunca mais nasruascombolsonaro
1,lucas da silva como voce é chato du caralho
1,lucas no cú já tomou hoje então vai amanhã ok
1,luciano hang dono da havan  esse sujeito com mais de 100 lojas pagando migalhas aos funcionários esse é o bolsominion raiz o que ñ dá pra entender é pobre defendendo o bozo elenão ele nunca
1,luciano_hang a que issoeles estao desesperados cara partido dos trabalhadores nunca mais
1,lugar de corrupto é na cadeia partido dos trabalhadores nunca mais agora é bolsonaro
1,lugar de lixo é no lixo capitao coiso elenão
1,lugar de lixo é no lixo capitao genocida ele não
1,lugar de mulher é onde ela quiser bolso é  lixo
1,lugar de mulher é onde ela quiser bolsolixo
1,lugar melhor no há para se esconder um cago como o bolsonaro fascistasnopassaro bolso é  lixo bolsovômito
1,lugar melhor no há para se esconder um cago como o bolsonaro fascistasnopassaro bolsolixo bolsovômito
1,luis nassif pobre temer fascistinha está colhendo o que plantou
1,lula apóia maduro sosvenezuela via  youtube
1,lula atras das grades imbecil     
1,lula charge eleição eleicoes humor lula na cadeia lulanaprisão lulanão piada pt não em rio
1,lula charge eleição eleicoes2018 humor lulanacadeia lulanaprisão lulanão piada ptnao em rio
1,lula hackeou o youtube pra apagar os videos do bolsonaro mais um golpe da ditadura comunista do ptlixo espalhem lulal adrão b17
1,lula haddad tem certeza que quer este estrupício de volta partido corrupto dos trabalhadores nunca mais
1,lula haddad tem certeza que quer este estrupício de volta partido dos trabalhadores nunca mais
1,lula ladrao se fudeu vai fazer propaganda na cadeia bolsonaro
1,lula ladrão em rio de janeiro rio de janeiro
1,lula ladrão preso graças a deus bolsonaro bolsonaro  partido dos trabalhadores nunca mais brasil acorda em praia do pontal
1,lula livre bolsonazi genocida é fascista
1,lula livre lula livre já lula208 lula presidente bolso é  lixo bolsonaro
1,lula livre lula presidente bolsonaro bolso é  lixo
1,lula lula lulapreso lulaeaecionacadeia lulal adrão corruptos corrupção ptnão pt partido corrupto dos trabalhadores nunca mais palestras palestra eleições eleições2018 haddadnão em curitiba brazil
1,lula lulapreso lulal adrão lulacondenado lulanacadeia corrupto eleições eleições2018 eleicao vote polícia política triplex lavajato em praça sete de setembro
1,lula na cadeia corrupto safado
1,lula na cadeia elesnuncamais fora partido dos trabalhadores em curitiba brazil
1,lula na cadeia em nilópolis
1,lula na cadeia em rio de janeiro rio de janeiro
1,lula na cadeia muda Brasil bolsonaro presidente em mato grosso do sul
1,lula na cadeia seus merdas
1,lula na cadeia toma essa partido dos trabalhadores
1,lula oficial dorme com este barulho partido dos trabalhadores nunca mais
1,lula oficial ler é o caralho seu canalha lula ladrão
1,lula preso olulaestápresobabaca lugardebandidoénacadeia bandidobomébandidopreso partido dos trabalhadores nunca mais elesnuncamais
1,lula ta preso babaca 
1,lula ta preso babaca lula na cadeia partido dos trabalhadores nunca mais pt não fora partido dos trabalhadores
1,lula tá preso babacas
1,luladrao em rio de janeiro rio de janeiro
1,luladrao se fudeu vai fazer propaganda na cadeia bolsonaro
1,lulal adrão preso graças a deus bolsonaro2018 bolsonaro b17 partido corrupto dos trabalhadores nunca mais brasil acorda em praia do pontal
1,lulaecandidato bolsonaro maletears machoescroto bolsonazi genocida diadosolteiro
1,lulaecandidato bolsonaro2018 maletears machoescroto bolsonazi diadosolteiro
1,lulainelegivel fora partido dos trabalhadores xodilma
1,lulainelegivel fora pt xodilma
1,lulaladrao lulanacadeia lulatapresobabaca ptnão partido corrupto dos trabalhadores nunca mais psl schubertjiujitsu graciejiujitsu schubert schubertbjj
1,lulalivre bolsonazi alckmindásono
1,lulalivre haddadpresidente
1,lulalivre lulalivrejá lula2018 lulapresidente bolsolixo bolsonaro
1,lulalivre lulapresidente bolsonaro bolsolixo
1,lulanacadeia elesnuncamais fora pt em curitiba brazil
1,lulanacadeia em nilópolis
1,lulanacadeia em rio de janeiro rio de janeiro
1,lulanacadeia mudabrasil bolsonaropresidente em mato grosso do sul
1,lulanacadeia toma essa pt
1,lulanão lulanacadeia luladrãonacadeia lulal adrão chegadementecaptos chegadecorruptos chegadept ptnão partido corrupto dos trabalhadores nunca mais todosnaprisão em rio de janeiro rio
1,lulaoficial está preso babaca partido corrupto dos trabalhadores nunca mais sergiomoro b17 pegavisao empreendedorismo negocios investimento economia goiania em goiânia brazil
1,lulapreso olulaestápresobabaca lugardebandidoénacadeia bandidobomébandidopreso partido corrupto dos trabalhadores nunca mais elesnuncamais
1,lulatapresobabaca lulanacadeia partido corrupto dos trabalhadores nunca mais ptnão fora pt
1,lulaépresidiário partido corrupto dos trabalhadores nunca mais
1,lulaépresidiário partido dos trabalhadores nunca mais
1,lutar contra bolsonaro não é ser esquerdista ou comunista é ter bom senso mesmo eleições bolsonaro bolso é  lixo
1,lutar contra bolsonaro não é ser esquerdista ou comunista é ter bom senso mesmo eleições2018 bolsonaro bolsolixo
1,lute sem medo urgente compartilhe esse vídeo b17 façodegraça bolsonaro2018 brasil partido corrupto dos trabalhadores nunca mais ptnão jairmessiasbolsonaro presidente em praia do pontal
1,luto para mim é verbo obg por tudo cefet e cefetins ele nao e meu presidente não me representa
1,luto pra mim é verbo obg por tudo cefet e cefetins elenaoemeupresidente naomerepresenta
1,língua chata do cacete para aprender
1,língua chata do cacete pra aprender
1,maceió e o brasil ferveu hoje todo verde amarelo partido corrupto dos trabalhadores nunca mais se liga  tsejusbr estamos de olho a nossa bandeira jamais será vermelha
1,machista homofóbico ele não ele sim bolsonaro barrabásnão genocida
1,machista homofóbico elenão elesim bolsonaro17 barrabásnão coiso
1,machistas não passarão ficadica bolso é  lixo bolsonazi genocida em vitória brazil
1,machistas não passarão ficadica bolsolixo bolsonazi em vitória brazil
1,macho escroto falar merda sobre o feminismo eu já estou horrivelmente acostumada mas mulher
1,macho escroto falar merda sobre o feminismo eu já estou horrivelmente acostumada mas mulher
1,macunaimaz  tsejusbr  jair bolsonaro qualquer coisa abaixo de 65  pró bolsonaro é fraude partido dos trabalhadores nunca mais
1,macunaimaz desagradável e essa comunista de merda fora partido dos trabalhadores lula ladrão
1,madonna e cher se posicionam contra bolsonaro com hashtag elenã o
1,madonna e cher se posicionam contra bolsonaro com hashtag elenã o
1,magno malta evangélico e maior disseminador de fakenews nas redes sociais aqui ele acusa sem saber quem saber que está falando de um pf da segurança do coiso depois que sabe que falou uma merda grande se desculpa merda cagada não volta ao cool reportagem na  folha
1,maior polêmica na globo news globo lixo sempre no pé do presente é isso aí vai em frente capitão deus é com voce gostei da arma que voce usoumito
1,maioria do tempo fico me lembrando de eu não chão com o tiro na cabeça poça de sangue e fico pensando como que estou vivo ainda puta que pariu será que nunca vou esquecer esse pesadelo
1,mais 4 anos com esse partido no poder o país quebraria de vez por isso escolhi votar no candidato que de fato era o maior oponente   e crítico  dessa quadrilha esquerdopata  jairbolsonaro partido corrupto dos trabalhadores nunca mais tchauqueridos chegadept
1,mais amor reginaduarte elesim bolsonaro17 bolsonaro euvimdegraça bolsonaropresidente ptnao partido corrupto dos trabalhadores nunca mais ptnão
1,mais boçal é quem não sabe nem escrever boçal bozo asno eu não sou  comunista  nem  esquerdista  bozo boçal e asno
1,mais boçal é quem não sabe nem escrever boçal bozonaro eu não sou  comunista  nem  esquerdista  bozonaro
1,mais lógico impossível eleições  haddad não corrupção do partido dos trabalhadores nunca mais
1,mais lógico impossível hipoglósnopt ahuahuahuahuahua essenão eleições2018 2oturno haddadnão partido corrupto dos trabalhadores nunca mais nemvemquenãotempt bolsonaropresidente
1,mais noção que o bozo
1,mais sobre jair bolsonaro sobre ser homofobico abaixo rodaviva bolsonaro tvcultura lgbtfobia homofobia homofobicos bolsonaro não eleicoes eleicoes
1,mais sobre jairbolsonaro sobre ser homofobico abaixo rodaviva bolsonaro tvcultura lgbtfobia homofobia homofobicos bolsonaronao eleicoes eleicoes2018
1,mais um ano de eleições fraudadas o brasileiro que ainda busca um rumo na vida deve seguir para guarulhos no aeroporto internacional votoimpressosim stflixo fabricadehabeascorpus naomerepresenta paisdemerda
1,mais um ciente de que bolsonaro é inconsciente mito palhaçada bozo asno
1,mais um ciente de que bolsonaro é inconsciente mito palhaçada bozonaro
1,mais um defensor da quadrilha corrupta fora partido dos trabalhadores lula ladrão
1,mais um defensor da quadrilha corrupta fora pt luladrao
1,mais um lixo
1,mais um tapa na incompetência dos congressistas que se diz a favor do governo com um apoio incompetente desses o governo tá ferrado  
1,mais uma contra o facista protesto a favor da democracia elenão ele nunca elejamais haddadpresidente haddad lulalivre likers liker likeforlikes likesforfollow like4likes
1,mais uma da série nordestino não sabe votar
1,mais uma da série nordestino não sabe votar
1,mais uma dele bolsominion
1,mais uma dele bolsominion são idiotas
1,mais uma entrevista top  esquerdolândia morre de raiva  não podemos perder 
1,mais uma esquerdista ridícula
1,mais uma mentira que cai por terra tem muito pobre que votou nele ninguém aguenta mais o pt partido corrupto dos trabalhadores nunca mais
1,mais uma vergonha
1,mais uma vez a globo lixo distorce a matéria   impressionante     
1,mais verdadeira que nota de 3 reais 
1,mais votos para  jair bolsonaro partido dos trabalhadores nunca mais
1,mal começou o dia e já tem gente filho da puta querendo tirar minha paz
1,mal começou o dia e já tem gente filho da puta querendo tirar minha paz
1,mal posso esperar para ver o que inventarão para amanhã
1,mal posso esperar para ver o que inventarão para amanhã
1,malandro o pt esta numa choradeira de dar dó essa eleição tem que acabar logo pra eles começarem logo a terapia bolsonarosim nasruascombolsonaro ptnão partido corrupto dos trabalhadores nunca mais ptjamais
1,maldad agora esta prometendo no nordeste o bojão de gás a 49 reais vamos mandar um recado que não nos vendemos queremos nosso brasil de volta partido corrupto dos trabalhadores nunca mais  aruthcao  dasilva86  smcristalina  cacau012008  crixtal7  aracipatriota  paula2ag  jairbolsonaro
1,maldito congresso nacional está cheio de comunista
1,mamando o pau mole de quem hoje
1,manda ela se foder
1,manda ela se foder
1,mande essa bachelet plantar batata no asfalto  puta que pariu até o tamborete de bordel se acha no direito de falar do brasil 
1,mandem os juízes que deram essas liminares pro caralho para puta que os pariram
